type,question_number,question,option_A,option_B,option_C,option_D,correct_answer,answer_text
multiple_choice,8,The quantityofreserves suppliedequals,nonborrowedreserves minus borrowedreserves.,nonborrowedreserves plus borrowedreserves.,requiredreserves plus borrowedreserves.,total reserves minus requiredreserves.,B,
multiple_choice,9,"Inthe market forreserves,whenthe federal funds interest rate is below the discount rate,the supplycurve ofreserves is",vertical.,horizontal.,positivelysloped.,negativelysloped.,A,
multiple_choice,11,"Inthe market forreserves,ifthe federal funds rate is above the interest rate paidonexcess reserves,thenanopenmarket ________the supplyofreserves,raisingthe federal funds interest rate,everythingelse heldconstant.",sale decreases,sale increases,purchase increases,purchase decreases,A,
multiple_choice,12,"Inthe market forreserves,ifthe federal funds rate is above the interest rate paidonexcess reserves,anopenmarket purchase ________the ________ofreserves whichcauses the federal funds rate tofall,everythingelse heldconstant.",increases; supply,increases; demand,decreases; supply,decreases; demand,A,
multiple_choice,13,"Inthe market forreserves,ifthe federal funds rate is above the interest rate paidonexcess reserves,anopenmarket purchase ________the supplyofreserves andcauses the federal funds interest rate to________,everythingelse heldconstant.",decreases; fall,increases; fall,increases; rise,decreases; rise,B,
multiple_choice,15,"Inthe market forreserves,ifthe federal funds rate is above the interest rate paidonexcess reserves,anopenmarket sale ________the ________ofreserves,causingthe federal funds rate toinc rease,everythingelse heldconstant.",increases; supply,increases; demand,decreases; supply,decreases; demand,C,
multiple_choice,16,"Inthe market forreserves,a lowerdiscount rate",decreases the supplyofreserves.,increases the supplyofreserves.,lengthens the vertical sectionofthe supplycurve ofreserves.,shortens the vertical sectionofthe supplycurve ofreserves.,D,
multiple_choice,17,"Inthe market forreserves,a lowerinterest rate paidonexcess reserves",decreases the supplyofreserves.,increases the supplyofreserves.,decreases the effective floorforthe federal funds rate.,increases the effective floorforthe federal funds rate.,C,
multiple_choice,19,"Everythingelse heldconstant,inthe market forreserves,whenthe federal funds rate is 3%, increasingthe interest rate paidonexcess reserves from 1%to2%",lowers the federal funds rate.,raises the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect onthe federal funds rate.,C,
multiple_choice,20,"Everythingelse heldconstant,inthe market forreserves,whenthe federal funds rate is 5%, loweringthe discount rate from 5%to4%",lowers the federal funds rate.,raises the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect onthe federal funds rate.,A,
multiple_choice,21,"Everythingelse heldconstant,inthe market forreserves,whenthe federal funds rate is 1%, increasingthe interest rate paidonexcess reserves from 1%to2%",lowers the federal funds rate.,raises the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect onthe federal funds rate.,B,
multiple_choice,23,"Everythingelse heldconstant,inthe market forreserves,whenthe federal funds rate is 3%, loweringthe interest rate paidonexcess reserves rate from 2%to1%",lowers the federal funds rate.,raises the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect onthe federal funds rate.,C,
multiple_choice,24,"Everythingelse heldconstant,inthe market forreserves,whenthe federal funds rate equals the discount rate,loweringthe discount rate",increases the federal funds rate.,lowers the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect ofthe federal funds rate.,B,
multiple_choice,25,"Everythingelse heldconstant,inthe market forreserves,whenthe federal funds rate equals the interest rate paidonexcess reserves,raisingthe interest rate paidonexcess reserves",increases the federal funds rate.,lowers the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect ofthe federal funds rate.,A,
multiple_choice,27,"Everythingelse heldconstant,inthe market forreserves,whenthe supplyforfederal funds intersects the reserve demandcurve alongthe horizontal sectionofthe demandcurve,lowering the interest rate paidonexcess reserves",increases the federal funds rate.,lowers the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect ofthe federal funds rate.,B,
multiple_choice,28,"Everythingelse heldconstant,inthe market forreserves,whenthe demandforfederal funds intersects the reserve supplycurve onthe vertical section,increasingthe discount rate",increases the federal funds rate.,lowers the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect onthe federal funds rate.,C,
multiple_choice,29,"Everythingelse heldconstant,inthe market forreserves,whenthe supplyforfederal funds intersects the reserve demandcurve onthe downwardslopingsection,decreasingthe interest rate paidonexcess reserves",increases the federal funds rate.,lowers the federal funds rate.,has noeffect onthe federal funds rate.,has anindeterminate effect onthe federal funds rate.,C,
multiple_choice,31,"Everythingelse heldconstant,inthe market forreserves,decreases inthe interest rate paid onexcess reserves affect the federal funds rate",whenthe funds rate is below the interest rate paidonexcess reserves.,whenthe funds rate equals the interest rate paidonexcess reserves.,whenthe funds rate is below the discount rate.,whenthe funds rate equals the discount rate.,B,
multiple_choice,32,"After2003,The Federal Reserve usuallykeeps the discount rate",above the target federal funds rate.,equal tothe target federal funds rate.,below the target federal funds rate.,equal tozero.,A,
multiple_choice,33,"Everythingelse heldconstant,the vertical sectionofthe supplycurve ofreserves is shortenedwhenthe",discount rate increases.,discount rate decreases.,federal funds rate rises.,federal funds rate falls.,B,
multiple_choice,35,"Inthe market forreserves,ifthe federal funds rate is betweenthe discount rate andthe interest rate paidonexcess reserves,anincrease inthe reserve requirement ________the demandforreserves,________the federal funds rate,everythingelse heldconstant.",decreases; lowering,increases; lowering,increases; raising,decreases; raising,C,
multiple_choice,36,"Inthe market forreserves,ifthe federal funds rate is betweenthe discount rate andthe interest rate paidonexcess reserves,a ________inthe reserve requirement ________the demandforreserves,raisingthe federal funds interest rate,everythingelse heldconstant.",rise; decreases,rise; increases,decline; increases,decline; decreases,B,
multiple_choice,37,"Inthe market forreserves,ifthe federal funds rate is betweenthe discount rate andthe interest rate paidonexcess reserves,a ________inthe reserve requirement increases the demandforreserves,________the federal funds interest rate,everythingelse heldconstant.",rise; lowering,decline; raising,decline; lowering,rise; raising,D,
multiple_choice,39,"Inthe market forreserves,ifthe federal funds rate is betweenthe discount rate andthe interest rate paidonexcess reserves,anincrease inthe reserve requirement ________the ________forreserves andcauses the federal funds interest rate torise,everythingelse held constant.",decreases; demand,increases; demand,increases; supply,decreases; supply,B,
multiple_choice,40,"Inthe market forreserves,ifthe federal funds rate is betweenthe discount rate andthe interest rate paidonexcess reserves,a ________inthe reserve requirement ________the demandforreserves,loweringthe federal funds interest rate,everythingelse heldconstant.",rise; decreases,rise; increases,decline; increases,decline; decreases,D,
multiple_choice,41,"Inthe market forreserves,ifthe federal funds rate is betweenthe discount rate andthe interest rate paidonexcess reserves,a ________inthe reserve requirement decreases the demandforreserves,________the federal funds interest rate,everythingelse heldconstant.",rise; lowering,decline; raising,decline; lowering,rise; raising,C,
multiple_choice,43,"Inthe market forreserves,ifthe federal funds rate is betweenthe discount rate andthe interest rate paidonexcess reserves,a decline inthe reserve requirement ________the demand ofreserves,________the federal funds rate,everythingelse heldconstant.",decreases; lowering,increases; lowering,increases; raising,decreases; raising,A,
multiple_choice,44,"Suppose,at a givenfederal funds rate,there is anexcess demandforreserves inthe federal funds market.Ifthe Fedwants the federal funds rate tostayat that level,thenit shouldundertake anopenmarket ________ofbonds,everythingelse heldconstant.Ifthe Feddoes nothing, however,the federal funds rate will ________.",sale; increase,purchase; increase,sale; decrease,purchase; decrease,B,
multiple_choice,45,"Suppose,at a givenfederal funds rate,there is anexcess supplyofreserves inthe federal funds market.Ifthe Fedwants the federal funds rate tostayat that level,thenit shouldundertake anopenmarket ________ofbonds,everythingelse heldconstant.Ifthe Feddoes nothing, however,the federal funds rate will ________.",sale; increase,purchase; increase,sale; decrease,purchase; decrease,C,
essay,47,Explainthe Fed's three tools ofmonetarypolicyandhow eachis usedtochange the money supply.Does eachtool affect the monetarybase orthe moneymultiplier?,,,,,,"The three tools are openmarket operations,the purchase andsale ofgovernment securities; discount policy,controllingthe price andquantityofdiscount loans tobanks; and reserve requirements,settingthe percentage ofdeposits that banks must holdinreserve.Open market operations andthe discount rate affect the monetarybase,andreserve requirements affect the moneymultiplier. QuestionStatus: Previous Edition AACSB: Reflective Thinking"
essay,48,"State whetherthe followingstatement is true orfalse AND explainwhy: ""A decrease inthe discount rate will always cause a decrease inthe federal reserve funds rate.""",,,,,,"False.Since the discount rate is set above the federal funds rate,a decrease inthe discount rate will onlycause a decrease inthe federal funds rate ifthe discount rate is decreased below the original federal funds rate level.Ifthe decrease inthe discount rate is suchthat the new rate is still above the federal funds rate,thenthe federal funds rate does not change, everythingelse heldconstant. QuestionStatus: Previous Edition AACSB: Analytical Thinking"
essay,49,"State whetherthe followingstatement is true orfalse AND explainwhy: ""Anincrease inthe interest rate paidonexcess reserves will always cause anincrease inthe federal reserve funds rate.""",,,,,,"False.Ifthe interest rate paidonexcess reserves is set below the federal funds rate,an increase inthe interest rate paidonexcess reserves will onlycause anincrease inthe federal funds rate ifthe interest rate paidonexcess reserves is increasedabove the original federal funds rate level.Ifthe increase inthe interest rate paidonexcess reserves is suchthat the new rate is still below the federal funds rate,thenthe federal funds rate does not change,everythingelse heldconstant. QuestionStatus: Previous Edition AACSB: Analytical Thinking 13 Copyright © 2022PearsonEducation,Ltd.16.2 Conventional MonetaryPolicyTools"
multiple_choice,1,"Before the global financial crisis,________were the most important monetarypolicytool because theywere the primarydeterminant ofchanges inthe ________,the mainsource of fluctuations inthe moneysupply.",openmarket operations; monetarybase,openmarket operations; moneymultiplier,changes inreserve requirements; monetarybase,changes inreserve requirements; moneymultiplier,A,
multiple_choice,2,Openmarket purchases raise the ________therebyraisingthe ________.,moneymultiplier; moneysupply,moneymultiplier; monetarybase,monetarybase; moneysupply,monetarybase; moneymultiplier,C,
multiple_choice,3,Openmarket purchases ________reserves andthe monetarybase thereby________the moneysupply.,raise; lowering,raise; raising,lower; lowering,lower; raising,B,
multiple_choice,4,Openmarket sales shrink________therebylowering________.,the moneymultiplier; the moneysupply,the moneymultiplier; reserves andthe monetarybase,reserves andthe monetarybase; the moneysupply,the moneybase; the moneymultiplier,C,
multiple_choice,6,The twotypes ofopenmarket operations are,offensive anddefensive.,dynamic andreactionary.,active andpassive.,dynamic anddefensive.,D,
multiple_choice,7,"There are twotypes ofopenmarket operations: ________openmarket operations are intendedtochange the level ofreserves andthe monetarybase,and________openmarket operations are intendedtooffset movements inotherfactors that affect the monetarybase.",defensive; dynamic,defensive; static,dynamic; defensive,dynamic; static,C,
multiple_choice,8,Openmarket operations intendedtooffset movements innoncontrollable factors (suchas float)that affect reserves andthe monetarybase are called,defensive openmarket operations.,dynamic openmarket operations.,offensive openmarket operations.,reactionaryopenmarket operations.,A,
multiple_choice,10,"The Federal OpenMarket Committee makes the Fed's decisions onthe purchase orsale of government securities,but these purchases orsales are executedbythe Federal Reserve Bankof",Chicago.,Boston.,New York.,SanFrancisco.,C,
multiple_choice,11,The actual executionofopenmarket operations is done at,"the BoardofGovernors inWashington,D.C.",the Federal Reserve BankofNew York.,the Federal Reserve BankofPhiladelphia.,the Federal Reserve BankofBoston.,B,
multiple_choice,12,"Iffloat is predictedtodecrease because ofunseasonablygoodweather,the managerofthe tradingdeskat the Federal Reserve BankofNew Yorkwill likelyconduct a ________open market ________ofsecurities.",defensive; sale,defensive; purchase,dynamic; sale,dynamic; purchase,B,
multiple_choice,14,"Whengoodweatherspeeds the check-clearingprocess,float tends to________causingthe Fedtoinitiate defensive openmarket ________.",decrease; sales,decrease; purchases,increase; sales,increase; purchases,B,
multiple_choice,15,"Whenbadstorms slow the check-clearingprocess,float tends to________causingthe Fed toinitiate ________openmarket ________.",decrease; defensive; sales,decrease; dynamic; purchases,increase; defensive; sales,increase; dynamic; purchases,C,
multiple_choice,16,"Whengoodweatherspeeds the check-clearingprocess,float tends to________causingthe Fedtoinitiate ________openmarket ________.",decrease; defensive; sales,decrease; dynamic; sales,decrease; defensive; purchases,increase; dynamic; purchases,C,
multiple_choice,18,"Iffloat is predictedtodecrease because ofgoodweather,the managerofthe tradingdeskat the New YorkFedbankwill likelyconduct ________openmarket operations to________ reserves.",defensive; inject,defensive; drain,dynamic; inject,dynamic; drain,A,
multiple_choice,19,"IfTreasurydeposits at the Fedare predictedtoincrease,the managerofthe tradingdeskat the New YorkFedbankwill likelyconduct ________openmarket operations to________ reserves.",defensive; inject,defensive; drain,dynamic; inject,dynamic; drain,A,
multiple_choice,20,"IfTreasurydeposits at the Fedare predictedto________,the managerofthe tradingdeskat the New YorkFedbankwill likelyconduct ________openmarket operations to________ reserves.",increase; defensive; inject,decrease; defensive; inject,increase; dynamic; inject,decrease; dynamic; drain,A,
multiple_choice,22,"IfTreasurydeposits at the Fedare predictedto________,the managerofthe tradingdeskat the New YorkFedbankwill likelyconduct ________openmarket operations to________ reserves.",rise; defensive; drain,fall; defensive; drain,rise; dynamic; inject,fall; dynamic; drain,B,
multiple_choice,23,"Ifthe Fedexpects currencyholdings torise,it conducts openmarket ________tooffset the expected________inreserves.",purchases; increase,purchases; decrease,sales; increase,sales; decrease,B,
multiple_choice,24,"Ifthe Fedexpects currencyholdings tofall,it conducts openmarket ________tooffset the expected________inreserves.",purchases; increase,purchases; decrease,sales; increase,sales; decrease,C,
multiple_choice,26,The Federal Reserve will engage ina repurchase agreement whenit wants to________ reserves ________inthe bankingsystem.,increase; permanently,increase; temporarily,decrease; temporarily,decrease; permanently,B,
multiple_choice,27,"Ifthe Fedwants totemporarilyinject reserves intothe bankingsystem,it will engage in",a repurchase agreement.,a matchedsale-purchase transaction.,a reverse repurchase agreement.,anopenmarket sale.,A,
multiple_choice,28,The Fedcanoffset the effects ofanincrease infloat byengagingin,a repurchase agreement.,a matchedsale-purchase transaction.,aninterest rate swap.,anopenmarket purchase.,B,
multiple_choice,30,"Suppose onanygivendaythere is anexcess demandofreserves inthe federal funds market. Ifthe Federal Reserve wishes tokeepthe federal funds rate at its current level,thenthe appropriate actionforthe Federal Reserve totake is a ________openmarket ________, everythingelse heldconstant.",defensive; sale,defensive; purchase,dynamic; sale,dynamic; purchase,B,
multiple_choice,31,"Suppose onanygivendaythe prevailingequilibrium federal funds rate is above the Federal Reserve's federal funds target rate.Ifthe Federal Reserve wishes forthe federal funds rate tobe at theirtarget level,thenthe appropriate actionforthe Federal Reserve totake is a ________ openmarket ________,everythingelse heldconstant.",defensive; sale,defensive; purchase,dynamic; sale,dynamic; purchase,D,
multiple_choice,32,"Suppose onanygivendaythere is anexcess supplyofreserves inthe federal funds market. Ifthe Federal Reserve wishes tokeepthe federal funds rate at its current level,thenthe appropriate actionforthe Federal Reserve totake is a ________openmarket ________, everythingelse heldconstant.",defensive; sale,defensive; purchase,dynamic; sale,dynamic; purchase,A,
multiple_choice,34,Discount policyaffects the moneysupplybyaffectingthe volume of________andthe ________.,excess reserves; monetarybase,borrowedreserves; monetarybase,excess reserves; moneymultiplier,borrowedreserves; moneymultiplier,B,
multiple_choice,35,The discount rate is,the interest rate the Fedcharges onloans tobanks.,the price the Fedpays forgovernment securities.,the interest rate that banks charge theirmost preferredcustomers.,the price banks paythe Fedforgovernment securities.,A,
multiple_choice,36,The most commontype ofdiscount lendingthat the Fedextends tobanks is called,seasonal credit.,secondarycredit.,primarycredit.,installment credit.,C,
multiple_choice,38,The Fed's discount lendingis ofthree types: ________is the most commoncategory; ________is giventoa limitednumberofbanks invacationandagricultural areas; ________is giventobanks that have experiencedsevere liquidityproblems.,seasonal credit; secondarycredit; primarycredit,secondarycredit; seasonal credit; primarycredit,primarycredit; seasonal credit; secondarycredit,seasonal credit; primarycredit; secondarycredit,C,
multiple_choice,39,The discount rate is kept ________the federal funds rate because the Fedprefers that ________.,below; banks borrow reserves from eachother,below; banks borrow reserves from the Fed,above; banks borrow reserves from eachother,above; banks borrow reserves from the Fed,C,
multiple_choice,40,The discount rate is kept ________the federal funds rate because the Fedprefers that ________.,below; banks canmonitoreachotherforcredit risk,below; the Fedcanmonitorbanks forcredit risk,above; banks canmonitoreachotherforcredit risk,above; the Fedcanmonitorbanks forcredit risk,C,
multiple_choice,42,The discount rate refers tothe interest rate on,primarycredit.,secondarycredit.,seasonal credit.,federal funds.,A,
multiple_choice,43,The interest rate onsecondarycredit is set ________basis points ________the primary credit rate.,100; above,100; below,50; above,50; below,C,
multiple_choice,44,The interest rate onseasonal credit equals,the federal funds rate.,the primarycredit rate.,the secondarycredit rate.,anaverage ofthe federal funds rate andrates oncertificates ofdeposits.,D,
multiple_choice,45,The Fedis consideringeliminating,primarycredit lending.,secondarycredit lending.,seasonal credit lending.,its lenderoflast resort function.,C,
multiple_choice,47,"Muchofthe credit forpreventionofa financial market meltdownafter""BlackMonday"" (October19,1987)must be giventothe Federal Reserve System andthen-chairman",Paul Volcker.,AlanBlinder.,ArthurBurns.,AlanGreenspan.,D,
multiple_choice,48,"A financial panic was avertedinOctober1987following""BlackMonday"" whenthe Fed announcedthat",it was loweringthe discount rate.,it wouldprovide discount loans toanybankthat wouldmake loans tothe securityindustry.,it stoodreadytopurchase commonstocks toprevent a furtherslide instockprices.,it was raisingthe discount rate.,B,
multiple_choice,49,"Tosatisfythese needs andtokeepthe financial system from seizingup,withina few hours ofthe destructionofthe WorldTrade CenterinNew YorkCityonTuesday,September11,2001, the Fedmade anannouncement that",it was loweringthe discount rate.,the Federal Reserve System is openandoperatingandthe discount window is available to meet liquidityneeds.,it stoodreadytopurchase commonstocks toprevent a furtherslide instockprices.,it was raisingthe discount rate.,B,
multiple_choice,51,"The Fedused________toprevent andaddress financial panics that were not triggeredby bankfailures,suchas the BlackMondaystockmarket crashof1987andthe terrorist destruction ofthe WorldTrade CenterinSeptember2001.",reserve requirement,discount policy,openmarket purchase,openmarket sale,B,
multiple_choice,52,The Fed's lender-of-last-resort function,has proventobe ineffective.,cannot prevent runs bylarge depositors.,is nolongernecessarydue toFDIC insurance.,creates a moral hazardproblem.,D,
multiple_choice,53,The most important advantage ofdiscount policyis that the Fedcanuse it to,preciselycontrol the monetarybase.,perform its role as lenderoflast resort.,control the moneysupply.,punishbanks that have deficient reserves.,B,
multiple_choice,54,Anincrease in________reduces the moneysupplysince it causes the ________tofall.,reserve requirements; monetarybase,reserve requirements; moneymultiplier,marginrequirements; monetarybase,marginrequirements; moneymultiplier,B,
multiple_choice,56,"Since 1980,________are subject toreserve requirements.",onlycommercial banks,onlythe memberinstitutions ofthe Federal Reserve,onlynationallychartereddepositoryinstitutions,all depositoryinstitutions,D,
multiple_choice,57,Funds heldin________are subject toreserve requirements upuntil Marchof2020.,all checkable deposits,all checkable andtime deposits,"all checkable,time,andmoneymarket funddeposits",all time deposits,A,
multiple_choice,58,The policytool ofchangingreserve requirements is,the most widelyused.,the preferredtool from the bank's perspective.,rarelyused.,"still frequentlyused,evenwithits disadvantages.",C,
multiple_choice,59,"Whenthe Fedwants toraise interest rates afterbanks have accumulatedlarge amounts of excess reserves,it would",increase the interest rate paidonexcess reserves.,increase discount rate.,increase the requiredreserve ratio.,conduct massive openmarket purchase.,A,
essay,61,Explaindynamic anddefensive openmarket operations.What is the purpose ofeachtype? Describe twosituations whendefensive openmarket operations are used.How are defensive openmarket operations typicallyconducted?,,,,,,"Dynamic OMOs are usedtopermanentlychange the monetarybase andmoney supply.Defensive operations are usedtooffset temporarychanges inthe monetarybase and/or moneysupply.Defensive operations are usedtooffset float,shifts inTreasurybalances intoor out ofthe Fed,andtemporarychanges incurrency.Defensive purchases are typicallyconducted byusingrepurchase agreements,while reverse repos ormatchedsale-purchase transactions are usedtoconduct defensive openmarket sales. QuestionStatus: Previous Edition AACSB: Reflective Thinking 16.3 Nonconventional MonetaryPolicyTools andQuantitative Easing"
multiple_choice,1,"From before the financial crisis beganinSeptemberof2007towhenthe crisis was overat the endof2009,amount ofFederal Reserve assets rose,leadingto",a huge increase inthe monetarybase.,a huge expansionofthe moneysupply.,aneconomic expansion.,a highinflation.,A,
multiple_choice,2,The global financial crisis andthe coronavirus pandemic ledto,a sharpincrease inthe Fed's balance sheet.,a huge expansionofthe moneysupply.,aneconomic expansion.,a highinflation.,A,
multiple_choice,4,Whichofthe followingmonetarypolicytools is more effective whenthe economyfaces the interest rate effective-lower-boundproblem?,openmarket operation,discount policy,requiredreserve ratio,the Fed's liquidityprovision,D,
multiple_choice,5,The purpose ofthe commitment bythe Fedtokeepthe federal funds rate at zerofora long periodoftime is to,lowerthe longterm interest rates.,lowerthe short term interest rates.,increase the longterm interest rates.,increase the short term interest rates.,A,
multiple_choice,6,"Before the financial crisis startedinmid-August in2007,the discount rate was normallyset ________basis points ________the federal funds rate target.InMarch2008,this gapwas changedto________basis points.",50; below; 100,100; above; 25,100; below; 50,50; above; 25,B,
multiple_choice,8,"The Fed's openmarket operations normallyinvolve onlythe purchase ofgovernment securities,particularlythose that are short-term.However,duringthe global financial crisis,the Fedstartednew programs topurchase",mortgage-backedsecurities andlong-term Treasuries.,mortgage-backedsecurities andTreasurybills.,commercial papers andshort-term Treasuries.,Treasurybills andTreasurynotes.,A,
multiple_choice,9,"Tolowerinterest rates onresidential mortgages tostimulate the housingmarket,the Fed extendedits openmarket operations topurchase",mortgage-backedsecurities.,commercial papers.,long-term Treasuries.,Treasurybills andTreasurynotes.,A,
multiple_choice,10,"Tolowerlong-term interest rates,in2010the Fedstartedits new openmarket operation program topurchase",mortgage-backedsecurities.,commercial papers.,long-term Treasuries.,Treasurybills andTreasurynotes.,C,
multiple_choice,12,Whichone ofthe followinglendingfacilityis establishedbythe Fedduringthe coronavirus pandemic?,Term AuctionFacility(TAF),Term Securities LendingFacility(TSLF),Municipal LiquidityFacility(MLF),Asset-BackedCommercial PaperMoneyMarket Mutual FundLiquidityFacility(AMLF),C,
multiple_choice,13,Whichone ofthe followinglendingfacilityis establishedbythe Fedduringthe coronavirus pandemic?,Term AuctionFacility(TAF),Term Securities LendingFacility(TSLF),SecondaryMarket Corporate Credit Facility(SMCCF),MoneyMarket InvestorFundingFacility(MMIFF),C,
multiple_choice,14,Whichone ofthe followinglendingfacilityis establishedbythe Fedduringthe coronavirus pandemic?,Term AuctionFacility(TAF),Term Securities LendingFacility(TSLF),PaycheckProtectionProgram LiquidityFacility(PPPLF),Asset-BackedCommercial PaperMoneyMarket Mutual FundLiquidityFacility(AMLF),C,
multiple_choice,16,The purpose fora central banktoset negative interest rates onbank's deposit is to,stimulate the economybyencouragingbanks tolendout the deposits theywere keepingat the central bank.,increase bank's cost toholdingcash.,prevent banks from payingpositive interest rates totheirdepositors.,make banks less likelytolend.,A,
multiple_choice,1,The EuropeanSystem ofCentral Banks signals the stance ofits monetarypolicybysettinga target forthe,federal funds rate.,overnight cashrate.,lombardrate.,reserve rate.,B,
multiple_choice,2,"Whenthe EuropeanSystem ofCentral Banks uses mainrefinancingoperations,it is similarto the Federal Reserve using",dynamic openmarket operations.,defensive openmarket operations.,discount policy.,reserve requirements.,B,
multiple_choice,4,The equivalent tothe Federal Reserve's discount rate inthe EuropeanSystem ofCentral Banks is the,federal funds rate.,marginal lendingrate.,deposit facilityrate.,lombardrate.,B,
multiple_choice,5,Whichofthe followingstatements about the deposit facilityinthe Eurosystem are correct?,Banks are paidaninterest rate that is typically100basis points below the target financing rate.,The prespecifiedinterest rate onthe deposit facilityprovides a floorforthe overnight market interest rate.,The interest rate onreserves set bythe ECB is not always positive.,All ofthe above. E)OnlyA andB.,D,
multiple_choice,1,Themostcommondefinitionthatmonetarypolicymakersuseforpricestabilityis,lowandstabledeflation.,aninflationrateofzeropercent.,highandstableinflation.,lowandstableinflation.,D,
multiple_choice,2,Inflationresultsin,easeofplanningforthefuture.,easeofcomparingpricesovertime.,lowernominalinterestrates.,difficultyinterpretingrelativepricemovements.,D,
multiple_choice,3,Economistsbelievethatcountriesrecentlysufferinghyperinflationhaveexperienced,reducedgrowth.,increasedgrowth.,reducedprices.,lowerinterestrates.,A,
multiple_choice,4,"Anominalvariable,suchastheinflationrateorthemoneysupply,whichtiesdowntheprice leveltoachievepricestabilityiscalled________anchor.",anominal,areal,anoperating,anintermediate,A,
multiple_choice,6,Anominalanchorpromotespricestabilityby,outlawinginflation.,stabilizinginterestrates.,keepinginflationexpectationslow.,keepingeconomicgrowthlow.,C,
multiple_choice,7,Monetarypolicyisconsideredtime-inconsistentbecause,ofthelagtimesassociatedwiththeimplementationofmonetarypolicyanditseffectonthe economy.,policymakersaretemptedtopursuediscretionarypolicythatismorecontractionaryinthe shortrun.,policymakersaretemptedtopursuediscretionarypolicythatismoreexpansionaryinthe shortrun.,ofthelagtimesassociatedwiththerecognitionofapotentialeconomicproblemandthe implementationofmonetarypolicy.,C,
multiple_choice,8,"Thetime-inconsistencyproblemwithmonetarypolicytellsusthat,ifpolicymakersuse discretionarypolicy,thereisahigherprobabilitythatthe________willbehigher,comparedto policymakersfollowingabehaviorrule.",inflationrate,unemploymentrate,interestrate,foreignexchangerate,A,
multiple_choice,10,The________problemofdiscretionarypolicyarisesbecauseeconomicbehavioris influencedbywhatfirmsandpeopleexpectthemonetaryauthoritiestodointhefuture.,moralhazard,time-inconsistency,nominal-anchor,rational-expectation,B,
multiple_choice,11,"Ifthecentralbankpursuesamonetarypolicythatismoreexpansionarythanwhatfirmsand peopleexpect,thenthecentralbankmustbetryingto",boostoutputintheshortrun.,constrainoutputintheshortrun.,constrainprices.,boostpricesintheshortrun.,A,
multiple_choice,12,Thetime-inconsistencyprobleminmonetarypolicycanoccurwhenthecentralbank conductspolicy,usinganominalanchor.,usingastrictandinflexiblerule.,"onadiscretionary,day-by-daybasis.","usingaflexible,discretionaryrule.",C,
multiple_choice,1,"EveniftheFedcouldcompletelycontrolthemoneysupply,monetarypolicywouldhave criticsbecause","theFedisaskedtoachievemanygoals,someofwhichareincompatiblewithothers.","theFed'sgoalsdonotincludehighemployment,makinglaborunionsacriticoftheFed.","theFed'sprimarygoalisexchangeratestability,causingittoignoredomesticeconomic conditions.",itisrequiredtokeepTreasurysecuritypriceshigh.,A,
multiple_choice,2,Highunemploymentisundesirablebecauseit,resultsinalossofoutput.,alwaysincreasesinflation.,alwaysincreasesinterestrates.,reducesidleresources.,A,
multiple_choice,3,"Whenworkersvoluntarilyleaveworkwhiletheylookforbetterjobs,theresulting unemploymentiscalled",structuralunemployment.,frictionalunemployment.,cyclicalunemployment.,underemployment.,B,
multiple_choice,5,Thegoalforhighemploymentshouldbealevelofunemploymentatwhichthedemandfor laborequalsthesupplyoflabor.Economistscallthislevelofunemploymentthe,frictionallevelofunemployment.,structurallevelofunemployment.,naturalratelevelofunemployment.,Keynesianratelevelofunemployment.,C,
multiple_choice,6,Supply-sideeconomicpoliciesseekto,raiseinterestratesthroughcontractionarymonetarypolicy.,increasefederalgovernmentexpenditures.,increaseconsumptionexpendituresbyincreasingtaxes.,increasesavingandinvestmentusingtaxincentives.,D,
multiple_choice,7,TheFederalReserveSystemwascreatedto,makeiteasiertofinancebudgetdeficits.,promotefinancialmarketstability.,lowertheunemploymentrate.,promoterapideconomicgrowth.,B,
multiple_choice,8,Havinginterestratestability,allowsforlessuncertaintyaboutfutureplanning.,leadstodemandstocurtailtheFed'spower.,guaranteesfullemployment.,leadstoproblemsinfinancialmarkets.,A,
multiple_choice,1,"Whichsetofgoalscan,attimes,conflictintheshortrun?",highemploymentandeconomicgrowth,interestratestabilityandfinancialmarketstability,highemploymentandpricelevelstability,exchangeratestabilityandfinancialmarketstability,C,
multiple_choice,2,TheprimarygoaloftheEuropeanCentralBankis,pricestability.,exchangeratestability.,interestratestability.,highemployment.,A,
multiple_choice,3,ThemandateforthemonetarypolicygoalsthathasbeengiventotheEuropeanCentralBank isanexampleofa________mandate.,primary,dual,secondary,hierarchical,D,
multiple_choice,5,Eitheradualorhierarchialmandateisacceptableaslongas________istheprimarygoalin the________.,pricestability;shortrun,pricestability;longrun,reducingbusiness-cyclefluctuations;shortrun,reducingbusiness-cyclefluctuations;longrun,B,
multiple_choice,1,"ThetypeofmonetarypolicythatisusedinCanada,NewZealand,andtheUnitedKingdomis",monetarytargeting.,inflationtargeting.,targetingwithanimplicitnominalanchor.,interest-ratetargeting.,B,
