type,question_number,question,option_A,option_B,option_C,option_D,correct_answer,answer_text
essay,1,"= 1 – 0.3 r. NX = –1 – 0.1 r. b. Derive an expression for the IS curve. The IS curve can be found by setting Y = Yad and solving: Y = 1 + 0.75 Y + 1 – 0.3 r + 3.5 –1 – 0.1 r. This implies 0.25 Y = 4.5 – 0.4 r, or Y = 18 – 1.6 r. c. If the real interest rate is r = 2, what is equilibrium output? If r = 5, what is equilibrium output? At r = 2, equilibrium output is Y = 18 – 1.6(2) = $14.8 trillion; At r = 5, equilibrium output is Y = 18 – 1.6(5) = $10 trillion. d. Draw a graph of the IS curve showing the",,,,,,"s from part (c) above. e. If government purchases increase to $4.2 trillion, what will happen to equilibrium output at r = 2? What will happen to equilibrium output at r = 5? Show the effect of the increase in government purchases in your gra ph from part (d). An increase of government spending of $0.7 trillion will lead to an 0.7/(1 – 0.75) = $2.8 trillion increase in equilibrium output at a ny given interest rate. Thus, the IS curve will shift horizontally to the right by $2.8 trillion. 25. Consider an economy described by the following data :  = $4 trillion ̅ = $1.5 trillion  = $3.0 trillion  = $3.0 trillion  = $1.0 trillion  = 0 mpc = 0.8 d = 0.35 x = 0.15 a. Derive an expression for the IS curve. Using equation (12) in the chapter, the IS curve is given as Y = 35.5 – 2.5 r. b. Assume that the Federal Reserve controls the intere st rate and sets the interest rate at r = 4. What is the equilibrium level of output? At an interest rate of Y = 35.5 – 2.5(4) = 25.5. c. Suppose that a financial crisis begins, and  increases to  = 3. What will happen to equilibrium output? If the Federal Reserv e can set the interest rate, then at what level should the interest rate be set to keep output from changing? The IS curve is now Y = 30.25 – 2.5 r; at an interest rate of 4, equilibrium output is now Y = 20.25. In order to maintain the output level fro m part (b), the Federal Reserve would have to set the interest rates such t hat 25.5 = 30.25 – 2.5 r, implying the interest rate setting of to offset the increase in f of 3. Thus, the Federal Reserve will reduce d. Suppose the financial crisis causes  to increase as indicated in part (c) and also causes planned autonomous investment to decrease to ̅ = $1.1 trillion. Will the change in the interest rate implemented by the Fede ral Reserve in part (c) be effective in stabilizing output? If not, what addit ional monetary or fiscal policy changes could be implemented to stabilize output at the original equilibrium output level given in part (b)? f,IY = $25.5 trillion. ANSWERS TO DATA ANALYSIS PROBLEMS 1. Go to the St. Louis Federal Reserve FRED database a nd find data on Personal Consumption Expenditures (PCEC), Personal Consumpti on Expenditures: Durable Goods (PCDG), Personal Consumption Expenditures: No ndurable Goods (PCND), and Personal Consumption Expenditures: Services (PC ESV). a. According to the most recent data: What percentage of total household expenditures is devoted to the consumption of goods (both durable and nondurable goods)? For 2020:Q2, total personal consumption expenditure s are $13,017.8 billion, nondurable consumption is $2875.7 billion, and dura bles consumption is $1474.2 billion. Thus, nondurables represent 100*2875.7/13, 017.8 = 22.1%, and durables represents 100*1474.2/13,017.8 = 11.3%. Services is the largest part of consumption, at 100*8667.8/13,017.8 = 66.6% b. Given these data, which specific component of house hold expenditures would be most impacted by a reduction in overall household s pending? Explain. Since services are a much larger fraction of consum ption than either nondurables or durable consumption, it would be reasonable to c onclude a decline in household spending would most likely impact service s spending. However, most of the services component is due to housing expense s, which do not change much over business cycles, thus it is more likely that n ondurables, the second largest component, is affected most. 2. Go to the St. Louis Federal Reserve FRED database a nd find data on Real Private Domestic Investment (GPDIC1), a measure of the real interest rate; the 10-year Treasury Inflation-Indexed Security, TIIS (FII10); and the spread between Baa corporate bonds and the 10-year U.S. Treasury (BAA1 0YM), a measure of financial frictions. For (FII10) and (BAA10YM), convert the f requency setting to “Quarterly,” and download the data into a spreadsheet. For each quarter, add the (FII10) and (BAA10YM) series to create ri, the real interest rate for investments for that q uarter. Then calculate the change in both investment and ri as the change in each variable from the previous quarter. a. For the eight most recent quarters of data availabl e, calculate the change in investment from the previous quarter, and then calc ulate the average change over the eight most recent quarters. From 2018:Q3 to 2020:Q2, the average change in inve stment was –$64.4 (billion) per quarter. b. Assume there is a one-quarter lag between movements in ri and changes in investment; in other words, if ri changes in the current quarter, it will affect investment in the next quarter. For the eight most recent lagged quarters of data available, calculate the one-quarter-lagged average change in ri. From 2018:Q2 to 2020:Q1, the average change in ri was 0.01. c. Take the ratio of your answer from part (a) divided by your answer from part (b). What does this value represent? Briefly explain. The ratio of the changes is –64.4/0.01 = –6440; the absolute value of this represents the coefficient on the investment functi on; that is, for every one percentage point increase in ri, real private domestic investment decreases by about $6440 billion. Note that this is what you sho uld expect in theory, as the real interest rate for investments and investment should be negatively related. d. Repeat parts (a) through (c) for the period 2008:Q3 to 2009:Q2. How do financial frictions help explain the behavior of in vestment during the financial crisis? How do the coefficients on investment compa re between the current period and the financial crisis period? Briefly explain. From 2008:Q3 to 2009:Q2, the average change in inve stment was –$166.0 (billion), and from 2008:Q2 to 2009:Q1, the average change in ri was 0.71. The coefficient on investment d during that period is the absolute value of – 166.0/0.71, or d = 233.8. Thus, for every one percentage point incre ase in ri, real private domestic investment would fall by about $23 3.8 billion. The financial frictions component partly helps explain the signif icant decline in investments during the financial crisis period despite real int erest rates being relatively low; however, other factors are clearly at play that are affecting the value of the two coefficients that can’t be captured by the financia l frictions data series. 1 Copyright © 2022 Pearson Education, Ltd.The Economics ofMoney,BankingandFinancial Markets,13e (Mishkin),Global Edition Chapter 22 The MonetaryPolicyand Aggregate Demand Curves 22.1 The Federal Reserve and Monetary Policy"
multiple_choice,1,"Because prices are slow to move in the short-run, when the Federal Reserve lowers the federal funds rate",nominal interest rates rise.,real interest rates fall.,inflation falls.,real interest rates rise.,B,
multiple_choice,1,The monetary policy (MP) curve indicates the relationship between,the Federal Funds Rate and the real interest rate.,the Federal Funds Rate and the inflation rate.,the inflation rate and the expected inflation rate.,the real interest rate the central bank sets and the inflation rate.,D,
multiple_choice,2,The upward slope of the MP curve indicates that,the central bank lowers real interest rates when inflation rises.,the central bank raises real interest rates when inflation falls.,the central bank raises nominal interest rates when inflation rises.,the central bank raises real interest rates when inflation rises.,D,
multiple_choice,3,The Taylor Principle states that central banks raise nominal rates by ________ than any rise in expected inflation so that real interest rates ________ when there is a rise in inflation.,less; rise,more; fall,less; fall,more; rise,D,
multiple_choice,5,An autonomous tightening of monetary policy,causes an upward movement along the monetary policy curve.,causes a downward movement along the monetary policy curve.,shifts the monetary policy curve upward.,shifts the monetary policy curve downward.,C,
multiple_choice,6,An autonomous easing of monetary policy,causes an upward movement along the monetary policy curve.,causes a downward movement along the monetary policy curve.,shifts the monetary policy curve upward.,shifts the monetary policy curve downward.,D,
multiple_choice,7,"Based on the Taylor Principle, a central bank's endogenous response of raising interest rates when inflation rises",causes an upward movement along the monetary policy curve.,causes a downward movement along the monetary policy curve.,shifts the monetary policy curve upward.,shifts the monetary policy curve downward.,A,
multiple_choice,9,"Inflationary pressures caused the FOMC to increase the federal funds rate by ¼ of a percentage point in June 2004, and by exactly the same amount at every subsequent FOMC meeting through June of 2006. Theses actions",caused an upward movement along the monetary policy curve.,caused a downward movement along the monetary policy curve.,shifted the monetary policy curve upward.,shifted the monetary policy curve downward.,A,
multiple_choice,10,The Fed's policy actions of reacting to higher inflation by raising the real interest rate during 2004-2006 and 2015-2019 were,upward movements along the monetary policy curve.,downward movement along the monetary policy curve.,upward shifts of the monetary policy curve.,downward shifts of the monetary policy curve.,A,
multiple_choice,11,"When the financial crisis started in August 2007, inflation was rising and the Fed began an aggressive easing lowering of the federal funds rate, which indicated that",the Fed pursued an autonomous monetary policy tightening.,the Fed pursued an autonomous monetary policy easing.,the Fed had an automatic negative response to inflation based on the Taylor rule.,the Fed had an automatic positive response to inflation based on the Taylor rule.,B,
multiple_choice,13,"When the financial crisis started in August 2007, inflation was rising and the Fed began an aggressive easing lowering of the federal funds rate, which indicated that",there was an upward movement along the monetary policy curve.,there was a downward movement along the monetary policy curve.,the monetary policy curve shifted upward.,the monetary policy curve shifted downward.,D,
multiple_choice,14,"With unemployment low and the inflation rate near the target level, when the coronavirus crisis was first starting, the Fed decided to lower the federal funds rate, which indicated that",there was an upward movement along the monetary policy curve.,there was a downward movement along the monetary policy curve.,the monetary policy curve shifted upward.,the monetary policy curve shifted downward.,D,
multiple_choice,1,"In deriving the aggregate demand curve a ________ inflation rate leads the central bank to ________ real interest rates, thereby ________ the level of equilibrium aggregate output.",higher; raise; lowering,lower; raise; lowering,higher; lower; lowering,higher; lower; raising,A,
multiple_choice,2,"The aggregate demand curve is downward sloping because a higher inflation rate leads the central bank to raise ________ interest rates, thereby ________ the level of equilibrium aggregate output., everything else held constant.",real; lowering,real; raising,nominal; lowering,nominal; raising,A,
multiple_choice,3,"The aggregate demand curve is downward sloping because a higher inflation rate leads the central bank to ________ real interest rates, thereby ________ the level of equilibrium aggregate output., everything else held constant.",raise; lowering,raise; raising,reduce; lowering,reduce; raising,A,
multiple_choice,4,"Everything else held constant, an increase in government spending will cause",aggregate demand to increase.,aggregate demand to decrease.,the quantity of aggregate demand to increase.,the quantity of aggregate demand to decrease.,A,
multiple_choice,6,"Everything else held constant, an autonomous tightening of monetary policy will cause",the quantity of aggregate demand to increase.,the quantity of aggregate demand to decrease.,aggregate demand to increase.,aggregate demand to decrease.,D,
multiple_choice,7,"Everything else held constant, an autonomous easing of monetary policy will cause",aggregate demand to increase.,aggregate demand to decrease.,the quantity of aggregate demand to increase.,the quantity of aggregate demand to decrease.,A,
multiple_choice,8,"Everything else held constant, an increase in autonomous consumer spending will cause the IS curve to shift to the ________ and aggregate demand will ________.",right; increase,right; decrease,left; increase,left; decrease,A,
multiple_choice,9,"Everything else held constant, a decrease in autonomous consumer spending will cause the IS curve to shift to the ________ and aggregate demand will ________.",right; increase,right; decrease,left; increase,left; decrease,D,
multiple_choice,11,"Everything else held constant, a decrease in autonomous planned investment spending will cause the IS curve to shift to the ________ and aggregate demand will ________.",right; increase,right; decrease,left; increase,left; decrease,D,
multiple_choice,12,"Everything else held constant, a decrease in net taxes will cause the IS curve to shift to the ________ and aggregate demand will ________.",right; increase,right; decrease,left; increase,left; decrease,A,
multiple_choice,13,"Everything else held constant, an increase in net taxes will cause the IS curve to shift to the ________ and aggregate demand will ________.",right; increase,right; decrease,left; increase,left; decrease,D,
multiple_choice,15,"Everything else held constant, a depreciation of the domestic currency will cause the IS curve to shift to the ________ and aggregate demand will ________.",right; increase,right; decrease,left; increase,left; decrease,A,
multiple_choice,16,"Everything else held constant, a decrease in government spending will cause the IS curve to shift to the ________ and aggregate demand will ________.",right; increase,right; decrease,left; increase,left; decrease,D,
multiple_choice,1,"Aggregateoutput(realGDP)canbedividedintotwocomponents:thelong-runtrend,which isreferredtoas________andfluctuationsaroundthistrend,whichisreferredtoas________.",potentialoutput;businesscycle,businesscycle;potentialoutput,businesscycle;outputgap,potentialoutput;inflation,A,
multiple_choice,2,"Inthesecondquarterof2020,theU.S.aggregateoutputwas10% belowpotentialoutput, indicatingthattheoutputgapis",-10%.,10%.,-10%×GDP.,10%×GDP.,A,
multiple_choice,3,"Inthesecondquarterof2020,realGDPwas$17.282trillion,whilepotentialGDPwas $19.204trillion.Thecalculationfortheoutputgapforthatquarteris",-10%.,10%.,-$1.922trillion.,$1.922trillion.,A,
multiple_choice,4,The2007-2009recessioncausedbytheglobalfinancialcrisisisknownasthe,GreatRecession.,GreatDepression.,GreatModeration.,Covid-19Recession,A,
multiple_choice,6,ThepreferredinflationmeasureoftheFederalReserveisthe,PCEdeflator.,CPIdeflator.,GDPdeflator.,PPIdeflator.,A,
multiple_choice,1,"________isthetotalquantityofgoodsandservicesthathouseholds,businesses, governments,andforeignerswanttobuy(demand) at any giveninflationrate duringaspecific period.",Theaggregatedemandcurve,Aggregatequantitydemanded,ThePhillipscurve,Theaggregateexpenditurefunction,B,
multiple_choice,2,Aggregatequantitydemandedismadeupoffourcomponentparts:,"consumerexpenditures,plannedinvestmentspending,governmentpurchases,andnet exports.","consumerexpenditures,actualinvestmentspending,governmentpurchases,andnetexports.","consumerexpenditures,plannedinvestmentspending,governmentpurchases,andgross exports.","consumerexpenditures,plannedinvestmentspending,governmentpurchases,andtaxes.",A,
multiple_choice,4,"Bylookingataggregatequantitydemandedviaitscomponentparts,wecanconcludethatthe aggregatedemandcurveisdownwardslopingbecause",alowerinflationratecausesanincreaseinaggregateoutputdemanded.,alowerinflationratecausesadeclineinaggregateoutputdemanded.,ahigherinflationratecausestherealinterestratetofall.,ahigherinflationratestimulatesplannedinvestmentspending.,A,
multiple_choice,5,"WhichofthefollowingsisNOTtrueabouttheword""autonomous""thateconomistsuse?",Changesinautonomouscomponentsareassociatedwithmovementsalongacurve.,Changesinautonomouscomponentsareassociatedwithshiftsofacurve.,Theautonomouscomponentofavariableisexogenous.,Theautonomouscomponentofavariableisindependentofothervariablesinthemodel.,A,
multiple_choice,6,"WhichofthefollowingsisNOTtrueabouttheword""autonomous""thateconomistsuse?",Changesinautonomouscomponentsareassociatedwithshiftsofacurve.,Theautonomouscomponentofavariableisexogenous.,Theautonomouscomponentofavariableisindependentofothervariablesinthemodel.,Theautonomouscomponentofavariableisinducedbyothervariablesinthemodel.,D,
multiple_choice,8,"Everythingelseheldconstant,anautonomousmonetarypolicytightening________aggregate ________.",increases;demand,decreases;demand,decreases;supply,increases;supply,B,
multiple_choice,9,"Everythingelseheldconstant,whenfinancialfrictionsincrease,therealcostofborrowing ________sothatplannedinvestmentspending________atanygiveninflationrate.",increases;falls,decreases;falls,decreases;rises,increases;rises,A,
multiple_choice,10,"Everythingelseheldconstant,anincreaseinfinancialfrictions________aggregate ________.",increases;demand,decreases;demand,decreases;supply,increases;supply,B,
multiple_choice,12,"Everythingelseheldconstant,adecreaseingovernmentspending________aggregate ________.",increases;demand,decreases;demand,decreases;supply,increases;supply,B,
multiple_choice,13,"Everythingelseheldconstant,adecreaseinnettaxes________aggregate________.",increases;demand,decreases;demand,decreases;supply,increases;supply,A,
multiple_choice,14,"Everythingelseheldconstant,anincreaseinnettaxes________aggregate________.",increases;demand,decreases;demand,decreases;supply,increases;supply,B,
multiple_choice,15,"Everythingelseheldconstant,abalancedbudgetincreaseingovernmentspending(thatis,an increaseingovernmentspendingthatismatchedbyanidenticalincreaseinnettaxes)will","increaseaggregatedemand,butnotbyasmuchasifjustgovernmentspendingincreases.",increaseaggregatedemandbymorethanifjustgovernmentspendingincreases.,notaffectaggregatedemand.,decreaseaggregatedemand.,A,
multiple_choice,17,"Everythingelseheldconstant,adecreaseinnetexports________aggregate________.",increases;demand,decreases;demand,decreases;supply,increases;supply,B,
multiple_choice,18,"Everythingelseheldconstant,anincreaseinplannedinvestmentexpenditure________ aggregate________.",increases;demand,decreases;demand,decreases;supply,increases;supply,A,
multiple_choice,19,"Everythingelseheldconstant,adecreaseinplannedinvestmentexpenditure________ aggregate________.",increases;demand,decreases;demand,decreases;supply,increases;supply,B,
multiple_choice,20,"Everythingelseheldconstant,aggregatedemandincreaseswhen",taxesarecut.,governmentspendingisreduced.,animalspiritsdecrease.,themoneysupplyisreduced.,A,
multiple_choice,22,"Everythingelseheldconstant,whichofthefollowingdoesNOTcauseaggregatedemandto increase?",anincreaseinnetexports,anincreaseingovernmentspending,anincreaseintaxes,anincreaseinconsumeroptimism,C,
essay,23,Explainthroughthecomponentpartsofaggregatequantitydemandedwhytheaggregate demandcurveslopesdownwithrespecttotheinflationrate.Besuretodiscusstwochannels throughwhichchangesininflationratesaffectquantitydemand.,,,,,,"Afallintheinflationratelowersrealinterestrates.Lowerratesincreaseinvestment, therebyincreasingaggregatequantitydemanded.Lowerinterestratesalsocausedepreciationof thedomesticcurrency,increasingnetexportsandaggregatequantitydemand. QuestionStatus: Revised AACSB: ReflectiveThinking 8 Copyright©2022PearsonEducation,Ltd.23.3 AggregateSupply"
multiple_choice,1,Theaggregatesupplycurveshowstherelationshipbetween,thelevelofinputsandaggregateoutput.,theinflationrateandthelevelofinputs.,thewagerateandthelevelofemployment.,theinflationrateandthelevelofaggregateoutputsupplied.,D,
multiple_choice,2,Thelong-runrateofunemploymenttowhichaneconomyalwaysgravitatesisthe,normalrateofunemployment.,naturalrateofunemployment.,neutralrateofunemployment.,inflationaryrateofunemployment.,B,
multiple_choice,3,Thelong-runaggregatesupplycurveis,averticallinethroughthenon-inflationaryrateofoutput.,averticallinethroughthecurrentlevelofoutput.,averticallinethroughthenaturalratelevelofoutput.,ahorizontallinethroughthecurrentlevelofoutput.,C,
multiple_choice,4,Thelong-runaggregatesupplycurveisaverticallinepassingthrough,thenaturalrateofoutput.,thenatural-ratepricelevel.,theactualrateofunemployment.,theexpectedrateofinflation.,A,
multiple_choice,5,Theshort-runaggregatesupplycurveisbasedontheideathatthreefactorsdriveinflation:,"expectationsofinflation,theoutputgap,andinflationshocks.","consumption,plannedinvestment,andgovernmentspending.","aggregateoutput,potentialoutput,andoutputgap.","nominalinterestrate,realinterestrate,andexpectedinflation.",A,
multiple_choice,7,Inflationincreaseswhen,expectedinflationislower.,theoutputgapishigher.,negativeinflationshockshittheeconomy.,thepotentialoutputishigher.,B,
multiple_choice,8,Inflationincreaseswhen,expectedinflationislower.,theoutputgapislower.,positiveinflationshockshittheeconomy.,thepotentialoutputishigher.,C,
multiple_choice,9,________flexiblewagesandpricesimplythattheshort-runaggregatesupplycurveis ________.,More;flatter,Less;steeper,Less;vertical,More;steeper,D,
multiple_choice,1,Thelong-runaggregatesupplycurveshiftstotherightwhenthereis,adecreaseinthetotalamountofcapitalintheeconomy.,adecreaseinthetotalamountoflaborsuppliedintheeconomy.,adecreaseintheavailabletechnology.,adeclineinthenaturalrateofunemployment.,D,
essay,2,"Thelong-runaggregatesupplycurveshiftstotherightwhenthereis A)anincreaseinthetotalamountofcapitalintheeconomy. B)anincreaseintheavailabletechnology. C)adecreaseinthenaturalrateofunemployment. D)AandB. E)A,B,andC.",,,,,,E QuestionStatus: PreviousEdition AACSB: AnalyticalThinking
multiple_choice,3,Theshort-runaggregatesupplycurveshiftstotherightwhen,outputgapishigher.,outputgapislower.,expectedinflationishigher.,expectedinflationislower.,D,
multiple_choice,4,WhichofthefollowingsdoesNOTshifttheshort-runaggregatesupplycurve?,supplyshocks,persistentpositiveoutputgap,changesinexpectedinflation,anincreaseinoutputgap,D,
multiple_choice,1,"InanAD/ASdiagramwithanaggregateoutputindex,anaggregateoutputindexof90 representsanoutputgapof",-10%.,10%.,90%.,0%.,A,
multiple_choice,2,"InanAD/ASdiagramwithanaggregateoutputindex,anaggregateoutputindexof110 representsanoutputgapof",-10%.,10%.,110%.,0%.,B,
multiple_choice,3,"InanAD/ASdiagramwithanaggregateoutputindex,whenshort-runequilibriumoutputis initiallyabovepotentialoutput,thepositiveoutputgapdriveswages________andtheaggregate supplycurveshifts________.",up;up,down;down,up;down,down;up,A,
multiple_choice,5,Thefactthataneconomyalwaysreturnstothenaturalratelevelofoutputisknownas,theexcessdemandhypothesis.,theprice-adjustmentmechanism.,theself-correctingmechanism.,thenaturalrateofunemployment.,C,
multiple_choice,1,"Supposetheeconomyisproducingatthenaturalrateofoutput.Anincreaseinconsumerand businessconfidencewillcause________inrealGDPintheshortrunand________ininflation intheshortrun,everythingelseheldconstant.",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,A,
multiple_choice,2,"Supposetheeconomyisproducingatthenaturalrateofoutput.Anincreaseinconsumerand businessconfidencewillcause________inrealGDPinthelongrunand________ininflation inthelongrun,everythingelseheldconstant.",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,C,
multiple_choice,4,"Supposetheeconomyisproducingatthenaturalrateofoutput.Adecreaseinconsumerand businessconfidencewillcause________inrealGDPinthelongrunand________ininflation inthelongrun,everythingelseheldconstant.",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,D,
multiple_choice,5,"Supposetheeconomyisproducingatthenaturalrateofoutput.Anopenmarketpurchaseof bondsbytheFedwillcause________inrealGDPthetheshortrunand________ininflationin theshortrun,everythingelseheldconstant.",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,A,
multiple_choice,6,"Supposetheeconomyisproducingatthenaturalrateofoutput.Anopenmarketpurchaseof bondsbytheFedwillcause________inrealGDPinthelongrunand________ininflationin thelongrun,everythingelseheldconstant.",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,C,
multiple_choice,8,"Supposetheeconomyisproducingatthenaturalrateofoutput.Anopenmarketsaleofbonds bytheFedwillcause________inrealGDPinthelongrunand________ininflationinthe longrun,everythingelseheldconstant.",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,D,
multiple_choice,9,"SupposetheU.S.economyisproducingatthenaturalrateofoutput.Adepreciationofthe U.S.dollarwillcause________inrealGDPintheshortrunand________ininflationinthe shortrun,everythingelseheldconstant.(Assumethedepreciationcausesnoeffectsinthesupply sideoftheeconomy.)",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,A,
multiple_choice,10,"SupposetheU.S.economyisproducingatthenaturalrateofoutput.Adepreciationofthe U.S.dollarwillcause________inrealGDPintheshortrunand________ininflationinthe longrun,everythingelseheldconstant.(Assumethedepreciationcausesnoeffectsinthesupply sideoftheeconomy.)",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,A,
multiple_choice,12,"SupposetheU.S.economyisproducingatthenaturalrateofoutput.Anappreciationofthe U.S.dollarwillcause________inrealGDPintheshortrunand________ininflationinthe longrun,everythingelseheldconstant.(Assumetheappreciationcausesnoeffectsinthesupply sideoftheeconomy.)",anincrease;anincrease,adecrease;adecrease,nochange;anincrease,nochange;adecrease,B,
multiple_choice,13,"Supposetheeconomyisproducingbelowthenaturalrateofoutputandthegovernmentis sufferingfromlargebudgetdeficits.Todealwiththedeficitproblem,supposethegovernment takesapolicyactiontoreducethesizeofthedeficits.Thispolicyactionwillcause________in theunemploymentrateintheshortrunand________ininflationintheshortrun,everything elseheldconstant.",anincrease;anincrease,adecrease;adecrease,adecrease;anincrease,anincrease;adecrease,D,
multiple_choice,14,"SupposetheU.S.economyisoperatingatpotentialoutput.Anegativesupplyshockthatis accommodatedbyanopenmarketpurchasebytheFederalReservewillcause________inreal GDPinthelongrunand________ininflationinthelongrun,everythingelseheldconstant.",nochange;anincrease,nochange;adecrease,anincrease;anincrease,adecrease;adecrease,A,
multiple_choice,16,FormerFedchairVolcker'sautonomousmonetarypolicytighteninginthe1980'scausedan economic________andledtoa________ininflation.,recession;decline,expansion;decline,recession;rise,expansion;rise,A,
multiple_choice,1,"Everythingelseheldconstant,anincreaseinthecostofproduction________aggregate ________.",increases;demand,decreases;demand,increases;supply,decreases;supply,D,
multiple_choice,2,"Everythingelseheldconstant,adecreaseinthecostofproduction________aggregate ________.",increases;demand,decreases;demand,increases;supply,decreases;supply,C,
multiple_choice,3,"Everythingelseheldconstant,whenoutputis________thenaturalratelevel,wageswill beginto________,increasingshort-runaggregatesupply.",above;fall,above;rise,below;fall,below;rise,C,
multiple_choice,4,"Everythingelseheldconstant,whenoutputis________thenaturalratelevel,wageswill beginto________,decreasingshort-runaggregatesupply.",above;fall,above;rise,below;fall,below;rise,B,
multiple_choice,6,Adecreaseintheavailabilityofrawmaterialsthatincreasesthepriceleveliscalleda ________shock,negativedemand,positivedemand,negativesupply,positivesupply,C,
multiple_choice,7,Anegativesupplyshockcauses________to________.,aggregatedemand;increase,aggregatedemand;decrease,short-runaggregatesupply;decrease,short-runaggregatesupply;increase,C,
multiple_choice,8,Apositivesupplyshockcauses________to________.,aggregatedemand;increase,aggregatedemand;decrease,short-runaggregatesupply;decrease,short-runaggregatesupply;increase,D,
multiple_choice,10,"Accordingtoaggregatedemandandsupplyanalysis,thenegativesupplyshocksof1973- 1975and1978-1980hadtheeffectof","increasingaggregateoutput,loweringunemployment,andraisingtheinflation.","decreasingaggregateoutput,raisingunemployment,andraisingtheinflation.","increasingaggregateoutput,raisingunemployment,andraisingtheinflation.","decreasingaggregateoutput,raisingunemployment,andloweringtheinflation.",B,
multiple_choice,1,"Accordingtoaggregatedemandandsupplyanalysis,therisingoilpricescoupledwiththe globalfinancialcrisisin2007-2008causedtheunemploymentrateto________andthelevelof realaggregateoutputto________.",increase;increase,increase;decrease,decrease;increase,decrease;decrease,B,
multiple_choice,2,"Thepriceofabarrelofoildoubledbetween2007andthemiddleof2008.Tomakematters worse,afinancialcrisishittheU.S.economystartinginAugustof2007.Whichofthefollowing isanappropriatedescriptionofthemechanismthatwouldhaveensued?",TheincreaseinthepriceofoilwouldhaveimmediatelyshiftedtheAScurvetotheright.,ThefinancialcrisiswouldhaveledtoasharpcontractioninspendingshiftingtheADcurve totheright.,"ShiftsinboththeADandtheAScurvewouldhaveensuedintheshort-runbutaslongas neithershockhadanimpactonpotentialoutput,ultimatelyunemploymentwillhavebeen unaffectedinthelongrun.",Alloftheabove. E)Noneoftheabove.,C,
multiple_choice,3,"Inthelongrun,followingacombinationofanegativedemandshockandanegativesupply shock,",bothinflationandoutputreturntotheoriginallong-runequilibriumvalues.,"inflationispermanentlyincreased,whileoutputreturnstopotentialoutput.","outputreturnstopotentialoutput,whileinflationmaybehigherorlowerthanitsinitialvalue.","inflationispermanentlyreduced,whileoutputreturnstopotentialoutput. E)Noneoftheabove.",D,
multiple_choice,5,"TheCovid-19recessionwastriggeredbythelockdownsthatbeganinMarch2020,causing productiontoshutdownandthe________curvetoshifttothe________.Thenthelockdown reducedhouseholdandbusinessspending,causingthe________curvetoshifttothe________.",short-runaggregatesupply;left;aggregatedemand;left,short-runaggregatesupply;right;aggregatedemand;left,aggregatedemand;right;short-runaggregatesupply;left,aggregatedemand;left;short-runaggregatesupply;right,A,
multiple_choice,1,"ThePhillipscurveindicatesthatwhenthelabormarketis________,productioncostswill ________andaggregatesupplyincreases.",easy;rise,easy;fall,tight;fall,tight;rise,B,
multiple_choice,2,"ThePhillipscurveindicatesthatwhenthelabormarketis________,productioncostswill ________andaggregatesupplydecreases.",easy;rise,easy;fall,tight;fall,tight;rise,D,
multiple_choice,1,"Anautonomousmonetarypolicyeasingtemporarily________realinterestratesand ________aggregateoutputintheshortrun,butinthelongrunrealinterestratesandaggregate outputreturntotheequilibriumlevels.",reduces;raises,reduces;lowers,increases;lowers,increases;raises,A,
multiple_choice,2,Anautonomousmonetarypolicyeasingreducesrealinterestratesandraisesaggregateoutput ________andtheinflationraterises________.,temporarily;permanently,permanently;temporarily,permanently;permanently,temporarily;temporarily,A,
multiple_choice,3,Monetarypolicyauthoritiescanaffectrealinterestrates,"intheshortrun,butnotinthelongrun.","inthelongrun,butnotintheshortrun.",permanently.,bothinthelongrunandtheshortrun.,A,
multiple_choice,5,Positivespendingshocksleadto________output________.,higher;inboththeshortandlongruns,higher;intheshortrunbutnotinthelongrun,lower;inboththeshortandlongruns,lower;intheshortrunbutnotinthelongrun,B,
multiple_choice,6,Positivespendingshocksleadto________inflation________.,higher;inboththeshortandlongruns,higher;intheshortrunbutnotinthelongrun,lower;inboththeshortandlongruns,lower;intheshortrunbutnotinthelongrun,A,
multiple_choice,7,Atemporarysupplyshockthatraisespriceswillcausetherealinterestrateto,riseinboththeshortandlongruns.,riseintheshortrunbutnotinthelongrun.,fallinboththeshortandlongruns.,fallintheshortrunbutnotinthelongrun.,B,
multiple_choice,8,Atemporarysupplyshockthatraisesprices,willcausetherealinterestratetoriseinthelongrun.,hasnolong-runimpactoninflationandoutput.,causesoutputtofallinthelongrun.,causesinflationtoriseinthelongrun.,B,
multiple_choice,10,Apermanentnegativesupplyshockleadsto________output________.,higher;inboththeshortandlongruns,higher;intheshortrunbutnotinthelongrun,lower;inboththeshortandlongruns,lower;intheshortrunbutnotinthelongrun,C,
