type,question_number,question,option_A,option_B,option_C,option_D,correct_answer
multiple_choice,37,"Mọi thứ khác được giữ không đổi, nếu tổng của tỷ lệ dự trữ yêu cầu và tỷ lệ dự trữ vượt quá nhỏ hơn một, tăng tỷ lệ tiền gửi có thể kiểm tra bằng tiền tệ sẽ có nghĩa là",antăng tiền tệlưu thông và tăng cung tiền.,antăng inmoneysupplynhưng không thay đổi dự trữ.,sự sụt giảm cung tiền.,antăng tiền tệlưu thôngnhưng không thay đổi trong cung tiền.,C
multiple_choice,38,"Mọi thứ khác được giữ không đổi, nếu tổng của tỷ lệ dự trữ yêu cầu và tỷ lệ dự trữ vượt mức nhỏ hơn một, tỷ lệ tiền gửi có thể kiểm tra bằng tiền tệ sẽ giảm có nghĩa là",antăng tiền tệlưu thông và tăng cung tiền.,và tăng cung tiền.,sự sụt giảm cung tiền.,antăng tiền tệlưu thôngnhưng không thay đổi trong cung tiền.,B
multiple_choice,39,"Mọi thứ khác được giữ không đổi, nếu tổng của tỷ lệ dự trữ yêu cầu và tỷ lệ dự trữ dư thừa nhỏ hơn một, sự gia tăng tỷ lệ tiền tệ-tiền gửi làm cho hệ số nhân M1moneyto ________andthe moneysupplyto________.",giảm; tăng,tăng; giảm,giảm; giảm,tăng; tăng,C
multiple_choice,41,"Mọi thứ khác được giữ không đổi, nếu tổng của tỷ lệ dự trữ yêu cầu và tỷ lệ dự trữ vượt mức lớn hơn một, và sự gia tăng tỷ lệ tiền tệ-tiền gửi gây ra multiplierto________andthe moneysupplyto________ M1money.",giảm; tăng,tăng; tăng,giảm; giảm,tăng; giảm,B
multiple_choice,42,"Giả sử ban đầu rằng tỷ lệ dự trữ yêu cầu = 10%, tỷ lệ tiền tệ-tiền gửi = 40% và tỷ lệ dự trữ vượt quá = 0, ansự gia tăng tỷ lệ tiền tệ-tiền gửi đến 50% gây ra moneymultiplierto________ M1, mọi thứ khác không đổi.",Tăng từ 2.5 lên 2.8,Giảm từ 2.8 xuống 2.5,Tăng từ 2.33 lên 2.8,giảm từ 2.8 xuống 2.33,B
multiple_choice,43,"Giả sử ban đầu rằng tỷ lệ dự trữ yêu cầu = 10%, tỷ lệ tiền tệ-tiền gửi = 40% và tỷ lệ dự trữ dư thừa = 0, giảm tỷ lệ tiền tệ-tiền gửi đến 30% gây ra moneymultiplierto________ M1, mọi thứ khác không đổi.",Tăng từ 2.8 lên 3.25,giảm từ 3.25 xuống 2.8,Tăng từ 2.8 lên 3.5,Giảm từ 3.5 xuống 2.8,A
multiple_choice,45,"Mọi thứ khác được giữ không đổi, tăng tỷ lệ dự trữ dư thừagây ra multiplierto________andthe moneysupplyto________ M1money.",giảm; tăng,tăng; tăng,giảm; giảm,tăng; giảm,C
multiple_choice,46,"Giả sử ban đầu, tỷ lệ dự trữ yêu cầu = 15%, tỷ lệ tiền tệ-tiền gửi = 40% và tỷ lệ dự trữ dư thừa = 5%, tỷ lệ dự trữ dư thừa giảm 0% khiến M1 moneymultiplierto________, mọi thứ khác không đổi.",Tăng từ 2.33 lên 2.55,Giảm từ 2.55 xuống 2.33,Tăng từ 1.67 lên 1.82,Giảm từ 1.82 xuống 1.67,A
multiple_choice,47,"Giả sử ban đầu rằng tỷ lệ dự trữ yêu cầu = 15%, tỷ lệ tiền tệ-tiền gửi = 40% và tỷ lệ dự trữ dư thừa = 5%, tăng tỷ lệ dự trữ dư thừa lên 10% gây ra moneymultiplierto________ M1, mọi thứ khác không đổi.",Tăng từ 2.15 lên 2.33,Giảm từ 2.33 xuống 2.15,Tăng từ 1.54 lên 1.67,Giảm từ 1.67 xuống 1.54,B
multiple_choice,49,"Giả sử ban đầu rằng tỷ lệ dự trữ yêu cầu = 10%, tỷ lệ tiền tệ-tiền gửi = 75% và tỷ lệ dự trữ vượt quá = 156%, sự gia tăng tỷ lệ dự trữ yêu cầu đến 15% gây ra M1moneymultiplierto________, mọi thứ khác không đổi.",Tăng từ 0.15 lên 0.33,Tăng từ 0.54 lên 0.67,Giảm từ 0.73 xuống 0.71,Giảm từ 1.67 xuống 1.54,C
multiple_choice,50,"Giả sử ban đầu rằng tỷ lệ dự trữ yêu cầu = 10%, tỷ lệ tiền tệ-tiền gửi = 75% và tỷ lệ dự trữ dư thừa = 156%, sự gia tăng tỷ lệ tiền tệ-tiền gửi đến 150% gây ra M1moneymultiplierto________, mọi thứ khác không đổi.","Tăng từ 0,73 lên 0,78",Giảm từ 0.73 xuống 0.61,Tăng từ 1.54 lên 1.67,Giảm từ 1.67 xuống 1.54,A
multiple_choice,51,"Tỷ lệ dự trữ dư thừa là ________relatedtoexpecteddeposit dòng chảy ra, và ________ liên quan đến lãi suất thị trường.",Tiêu cực; Tiêu cực,Tiêu cực; Tích cực,Tích cực; Tiêu cực,Tích cực; Tích cực,C
multiple_choice,53,Các nhân tiền,liên quan tiêu cực vớitiền có quyền lực cao.,liên quan tích cực đến tỷ lệ dự trữ dư thừa.,liên quan tiêu cực đến tỷ lệ dự trữ bắt buộc.,tích cực liên quan đến việc nắm giữ dự trữ dư thừa.,C
multiple_choice,54,"Từ khi bắt đầu cuộc khủng hoảng tài chính toàn cầu vào năm 2007 đến nay, tỷ lệ tiền tệ",tăng mạnh.,giảm mạnh.,tăng nhẹ.,giảm nhẹ.,D
multiple_choice,55,"Từ tháng 9 năm 2008 đến tháng 12 năm 2014, tỷ lệ dự trữ vượt mức",tăng mạnh.,giảm mạnh.,tăng nhẹ.,giảm nhẹ.,A
multiple_choice,56,"Các điều khoản phần trăm cung tiền tăng ít hơn đáng kể so với cơ sở tiền tệ trong hai đợt nới lỏng định lượng, khủng hoảng tài chính toàn cầu và đại dịch coronavirus. Lời giải thích là",số tiền đã sụp đổ.,MoneyMultiplierrose.,tỷ lệ tiền tệ giảm.,tỷ lệ tiền tệ tăng.,A
multiple_choice,58,"Trong hai đợt nới lỏng định lượng, cuộc khủng hoảng tài chính toàn cầu và đại dịch coronavirus, số tiền đã giảm bởi vì",tỷ lệ dự trữ vượt mức tăng mạnh.,tỷ lệ dự trữ dư thừa giảm mạnh.,Tỷ lệ tiền tệ giảm nhẹ.,Tỷ lệ tiền tệ tăng mạnh.,A
multiple_choice,59,"Trong hai đợt nới lỏng định lượng, cuộc khủng hoảng tài chính toàn cầu và đại dịch coronavirus, tỷ lệ dự trữ dư thừa tăng mạnh vì",Fedtạo ra nhiều dự trữ hơn mức cần thiết cho các ngân hàng để đáp ứng các yêu cầu dự trữ của họ và dự trữ dư thừa có cơ hội chi phí gần bằng không.,người tiêu dùng nắm giữ nhiều tiền mặt hơn.,Fed đã không tạo ra đủ dự trữ cho các ngân hàng để đáp ứng các yêu cầu dự trữ của họ.,các ngân hàng kiếm được nhiều tiền lãi hơn bằng cách nắm giữ dự trữ.,A
multiple_choice,1,Danh mục quan trọng nhất của Fedassets là gì?,Chứng khoán,Khoản vay chiết khấu,chứng chỉ goldandSDR,mặt hàng trong quá trình thu thập,A
multiple_choice,2,Hai loại tài sản quan trọng nhất trên bảng cân đối kế toán của Fed là ________and ________because chúng kiếm được lãi suất.,cho vay chiết khấu; Coins,Chứng khoán; Khoản vay chiết khấu,vàng; Coins,tiền mặt trong quá trình thu gom; Tài khoản chứng chỉ SDR,B
multiple_choice,3,"Việc Fed nắm giữ chứng khoán bao gồm primarilyof________, nhưng cũng trong quá khứ đã included________.",Chứng khoán kho bạc; sự chấp nhận của các chủ ngân hàng,chứng khoán thành phố; sự chấp nhận của các chủ ngân hàng,sự chấp nhận của các chủ ngân hàng; Chứng khoán kho bạc,Chứng khoán kho bạc; Chứng khoán thành phố,A
multiple_choice,4,"Khối lượng các khoản vay mà Fed thực hiện cho các ngân hàng bị ảnh hưởng bởi việc Fed thiết lập lãi suất đối với các khoản vay này, được gọi là",tỷ lệ quỹ liên bang.,lãi suất chính.,suất chiết khấu.,liên ngân hàng.,C
multiple_choice,6,"Khi Kho bạc mua goldorSDR, nó phát hành chứng chỉ cho ________, đó là yêu cầu đối với goldorSDRs, và được ghi có với số dư tiền gửi tại ________.",Hệ thống Dự trữ Liên bang; Fed,Hệ thống Dự trữ Liên bang; IMF,Quỹ Tiền tệ Quốc tế; Fed,Quỹ Tiền tệ Quốc tế; IMF,A
multiple_choice,7,Những tài sản nào sau đây KHÔNG phải là tài sản trên bảng cân đối kế toán của Fed?,Khoản vay chiết khấu,Tiền gửi Kho bạc Hoa Kỳ,mặt hàng trong quá trình thu thập,Tín phiếu kho bạc Hoa Kỳ,B
multiple_choice,8,Những tài sản nào sau đây KHÔNG phải là tài sản trên bảng cân đối kế toán của Fed?,Chứng khoán,Khoản vay chiết khấu,mặt hàng trong quá trình thu thập,Tính khả dụng trả chậmMặt hàng,D
multiple_choice,9,Những khoản nào sau đây KHÔNG phải là nợ phải trả trên bảng cân đối kế toán của Fed?,Khoản vay chiết khấu,Tiền gửi ngân hàng,Tính khả dụng trả chậmMặt hàng,Tiền gửi Kho bạc Hoa Kỳ,A
multiple_choice,11,"Fedmua vàng, SDR, tiền gửi có mệnh giá ngoại tệ hoặc bất kỳ tài sản nào khác chỉ là tài sản ________ofthese thị trường mở, ________the cơ sở tiền tệ.",mua; Nuôi,sự bán; Nuôi,mua; Giảm,sự bán; Giảm,A
multiple_choice,12,Anincrease inTreasurys tại Fedcauses,cơ sở tiền tệ tăng.,cơ sở tiền tệ giảm.,Fedassets tăng nhưng không ảnh hưởng đến cơ sở tiền tệ.,Fedassets giảm nhưng không ảnh hưởng đến cơ sở tiền tệ.,B
multiple_choice,13,Anincrease trongTiền gửi Kho bạc Hoa Kỳ tại Fedgiảm both________andthe ________.,Dự trữ; cơ sở tiền tệ,Trách nhiệm liên bang; Hệ số tiền,Fedassets; cơ sở tiền tệ,Fedassets; Hệ số tiền,A
multiple_choice,14,"Tiền gửi của Kho bạc Hoa Kỳ tại Fedare ________forthe Fedbut ________forthe Kho bạc. Do đó, tăng tiền gửi Kho bạc Hoa Kỳ ________the cơ sở tiền tệ.",một khoản nợ phải trả; anasset; Tăng,một khoản nợ phải trả; anasset; Giảm,anasset; một khoản nợ phải trả; Tăng,anasset; một khoản nợ phải trả; Giảm,B
multiple_choice,16,"Giả sử, trong khi dọn dẹp tủ quần áo của nó, một công nhân tại chi nhánh ngân hàng Dự trữ Liên bang ở Memphis phát hiện ra một bức tranh củaElvis (phương tiện: nhung acrylic) được sử dụng để trang trí các bức tường của phòng hội nghị. Giả sử hơn nữa, tại một cuộc đấu giá công khai, ngân hàng bán bức tranh với giá 19,95 đô la________inthe.",antăng của$19.95,tăng hơn $19.95,Giảm $19.95,Giảm hơn $19.95,C
multiple_choice,17,"Giả sử Ngân hàng Trung Quốc giảm vĩnh viễn việc mua trái phiếu chính phủ Hoa Kỳ và thay vào đó, giữ nhiều đô la hơn khi gửi tại Cục Dự trữ Liên bang. Mọi thứ khác không đổi, một thị trường mở ________wouldbe hành động chính sách tiền tệ thích hợp cho Fedtotake để bù đắp cơ sở tiền tệ expected________inthe ở Hoa Kỳ.",mua; giảm,mua; tăng,sự bán; giảm,sự bán; tăng,A
multiple_choice,1,Phương trình đại diện cho M2trong mô hình của quá trình cung tiền là,M2 = C + D.,M2 = C + D + T -MMF.,M2 = C + D -T + MMF.,M2 = C + D + T + MMF.,D
multiple_choice,2,"Trong mô hình của quy trình cung tiền cho M2, mối quan hệ giữa các khoản tiền gửi có thể kiểm tra và M2moneysupplyđược thể hiện bằng",D = × M2.,D = (1+ c + t + mm)× M2.,M2 = × D.,M2 = .,A
multiple_choice,3,M2moneysupplyđược đại diện bởi,M2 = × MB.,M2 = ×.,MB = × M2.,MB = ×.,A
multiple_choice,4,The M2moneymultiplieris,liên quan tiêu cực vớitiền có quyền lực cao.,liên quan tích cực đến tỷ lệ tiền gửi có kỳ hạn.,liên quan tích cực đến tỷ lệ dự trữ bắt buộc.,liên quan tích cực đến tỷ lệ dự trữ dư thừa.,B
multiple_choice,6,"Mọi thứ khác được giữ không đổi, sự giảm tỷ lệ tiền tệ sẽ mean________inthe hệ số M1 moneymultiplierand________inthe M2money.",tăng cường; tăng,tăng cường; giảm,giảm; tăng,giảm; giảm,A
multiple_choice,7,"Mọi thứ khác được giữ không đổi, tăng tỷ lệ dự trữ yêu cầu sẽ mean________in M2moneymultiplierand________inthe M2moneysupply.",tăng cường; tăng,tăng cường; giảm,giảm; tăng,giảm; giảm,D
multiple_choice,8,"Mọi thứ khác được giữ không đổi, tăng tỷ lệ dự trữ yêu cầu sẽ dẫn đến in________ inM1and________inM2.",tăng cường; tăng,tăng cường; giảm,giảm; tăng,giảm; giảm,D
multiple_choice,10,"Mọi thứ khác được giữ không đổi, tăng tỷ lệ tiền gửi có kỳ hạn sẽ dẫn in________in hệ số M1moneymultiplierand________inthe M2money.",tăng cường; tăng,không thay đổi; tăng,giảm; giảm,không thay đổi; giảm,B
multiple_choice,11,"Mọi thứ khác được giữ không đổi, tăng tỷ lệ quỹ thị trường tiền tệ sẽ có nghĩa là ________inthe M2moneymultiplierand________inthe M2moneysupply.",tăng cường; tăng,tăng cường; giảm,giảm; tăng,giảm; giảm,A
multiple_choice,12,"Mọi thứ khác được giữ không đổi, tăng tỷ lệ quỹ thị trường tiền tệ sẽ dẫn đến hệ số nhân M2money ________inthe M1moneymultiplierand________inthe.",tăng cường; tăng,không thay đổi; tăng,giảm; giảm,không thay đổi; giảm,B
multiple_choice,14,"Mọi thứ khác được giữ không đổi, tăng tỷ lệ dự trữ dư thừa sẽ mean________in hệ số M2money M1moneymultiplierand________inthe.",tăng cường; tăng,không thay đổi; tăng,giảm; giảm,không thay đổi; giảm,C
multiple_choice,1,Các yếu tố làm tăng tỷ lệ nắm giữ tiền tệ bao gồm,antăng lãi suất tiền gửi có thể kiểm tra.,antăng chi phí củamua lại tiền tệ.,một giảm inbankpanics.,tăng hoạt động bất hợp pháp.,D
multiple_choice,2,Một phần của sự gia tăng nắm giữ tiền tệ trong những năm 1960 và 1970 có thể là do,tăng thuế thu nhập.,sự chuyển đổi từ thuế thu nhập lũy tiến sang thuế thu nhập tỷ lệ.,việc áp dụng thuế thoái lui.,dấu ngoặc leo đến lạm phát và thuế thu nhập lũy tiến.,D
multiple_choice,4,"Mọi thứ khác được giữ không đổi, sự gia tăng lãi suất tiền gửi có thể kiểm tra sẽ gây ra ________inthe số tiền gửi có thể kiểm tra được nắm giữ liên quan đến việc nắm giữ tiền tệ và tỷ lệ tiền tệ ________inthe.",tăng cường; tăng,tăng cường; giảm,giảm; tăng,giảm; giảm,B
multiple_choice,5,"Sự gia tăng tính khả dụng của máy ATM đã gây ra chi phí mua lại tiền tệ ________whichwill gây ra currencyratioto________, mọi thứ khác được giữ liên tục.",tăng; tăng,tăng; giảm,giảm; tăng,giảm; giảm,C
multiple_choice,6,Mức tăng mạnh nhất của tỷ lệ tiền tệ kể từ năm 1892xảy ra trong,Chiến tranh thế giới thứ hai.,cuộc Đại suy thoái.,những năm giữa các cuộc chiến.,hai mươi năm qua.,B
multiple_choice,8,Sự gia tăng tỷ lệ tiền tệ trong Thế chiến II là do,hoảng loạn ngân hàng.,một dropintỷ lệ củalãi suất paidonséctiền gửi.,sự lây lan của máy ATM.,thuế cao và các hoạt động bất hợp pháp.,D
multiple_choice,9,Xu hướng tăng trong tỷ lệ tiền tệ-tiền gửi trong giai đoạn 1994-2007có thể được giải thích bởi,sự gia tăng tiền tệ của Hoa Kỳ bởi người nước ngoài.,hoảng loạn ngân hàng.,một dropintỷ lệ củalãi suất paidonséctiền gửi.,thuế cao và các hoạt động bất hợp pháp.,A
multiple_choice,10,Xu hướng giảm tỷ lệ tiền tệ-tiền gửi trong giai đoạn 2007-2014có thể được giải thích bởi,sự gia tăng tiền tệ của Hoa Kỳ bởi người nước ngoài.,hoảng loạn ngân hàng.,một dropintỷ lệ củalãi suất paidonséctiền gửi.,ngày càng sử dụng củathẻ ghi nợ.,D
multiple_choice,1,Trong thời kỳ khủng hoảng ngân hàng của cuộc Đại suy thoáitỷ lệ tiền tệ,tăng mạnh.,giảm mạnh.,tăng nhẹ.,giảm nhẹ.,A
multiple_choice,2,Trong thời kỳ khủng hoảng ngân hàng của cuộc Đại suy thoáitỷ lệ dự trữ dư thừa,tăng mạnh.,giảm mạnh.,tăng nhẹ.,giảm nhẹ.,A
multiple_choice,3,"Vào đầu những năm 1930, tỷ lệ tiền tệ-tiền gửi đã tăng, cũng như mức dự trữ dư thừa. Phân tích cung tiền dự đoán rằng, mọi thứ khác không đổi, cung tiền nên có",Tăng.,Giảm.,vẫn không thay đổi.,"hoặc tăng, giảm, hoặc không thay đổi.",B
multiple_choice,1,Phí lãi suất cho vay qua đêm của dự trữ giữa các ngân hàng là,lãi suất chính.,suất chiết khấu.,tỷ lệ quỹ liên bang.,Lãi suất tín phiếu kho bạc.,C
multiple_choice,2,Chỉ số chính về lập trường của Fed về chính sách tiền tệ là,tỷ lệ chiết khấu.,lãi suất quỹ liên bang.,tốc độ tăng trưởng của cơ sở tiền tệ.,tốc độ tăng trưởng củaM2.,B
multiple_choice,3,Số lượng dự trữ được yêu cầubằng,Dự trữ bắt buộc cộng với dự trữ đã vay.,dự trữ dư thừa cộng với dự trữ đi vay.,Dự trữ bắt buộc cộng với dự trữ dư thừa.,tổng dự trữ trừ đi dự trữ dư thừa.,C
multiple_choice,4,"Mọi thứ khác được giữ không đổi, khi lãi suất quỹ liên bang được ________the lãi suất trả cho dự trữ vượt mức, số lượng dự trữ được yêu cầu tăng lên khi lãi suất quỹ liên bang ________.",trên; Tăng,trên; Falls,dưới; Tăng,dưới; Falls,B
multiple_choice,6,"Trong thị trường dự trữ, khi lãi suất quỹ liên bang cao hơn lãi suất paidon dự trữ vượt mức, đường cầu dự trữ là",thẳng đứng.,ngang.,dốc dương.,dốc âm.,D
multiple_choice,7,Khi lãi suất quỹ liên bang bằng lãi suất dự trữ vượt mức paidon,Đường cong cung của dự trữ là thẳng đứng.,Đường cong cung của dự trữ nằm ngang.,Đường cầu dự trữ là theo chiều dọc.,Đường cầu dự trữ nằm ngang.,D
multiple_choice,8,Số lượng dự trữ được cung cấpbằng,Dự trữ không vay trừ đi dự trữ đã vay.,Dự trữ không vay cộng với dự trữ đã vay.,Dự trữ bắt buộc cộng với dự trữ đã vay.,tổng dự trữ trừ đi dự trữ bắt buộc.,B
multiple_choice,9,"Trong thị trường dự trữ, khi lãi suất quỹ liên bang thấp hơn lãi suất chiết khấu, đường cung dự trữ là",thẳng đứng.,ngang.,dốc dương.,dốc âm.,A
multiple_choice,11,"Trong thị trường dự trữ, nếu lãi suất quỹ liên bang cao hơn lãi suất paidon dự trữ dư thừa, thì thị trường mở ________the cung dự trữ, tăng lãi suất quỹ liên bang, mọi thứ khác được giữ nguyên.",Giảm doanh số,Tăng doanh số bán hàng,Tăng mua hàng,Mua hàng giảm,A
multiple_choice,12,"Trong dự trữ thị trường, nếu lãi suất quỹ liên bang cao hơn lãi suất paidon dự trữ dư thừa, một thị trường mở mua ________the ________ofreserves khiến lãi suất quỹ liên bang giảm, mọi thứ khác được giữ không đổi.",Tăng; cung,Tăng; cầu,Giảm; cung,Giảm; cầu,A
multiple_choice,13,"Trong thị trường dự trữ, nếu lãi suất quỹ liên bang cao hơn lãi suất paidon dự trữ dư thừa, một thị trường mở mua ________the cung cấp dự trữ và khiến lãi suất quỹ liên bang to________, mọi thứ khác được giữ không đổi.",Giảm; rớt,Tăng; rớt,Tăng; lên,Giảm; lên,B
multiple_choice,15,"Trên thị trường dự trữ, nếu lãi suất quỹ liên bang cao hơn lãi suất paidon dự trữ dư thừa, bán thị trường mở ________the ________ofreserves, khiến lãi suất quỹ liên bang giảm xuống, mọi thứ khác được giữ không đổi.",Tăng; cung,Tăng; cầu,Giảm; cung,Giảm; cầu,C
multiple_choice,16,"Trên thị trường dự trữ, tỷ lệ chiết khấu thấp hơn",làm giảm nguồn cung dự trữ.,tăng nguồn cung dự trữ.,kéo dài phần thẳng đứng của đường cong cung củadự trữ.,rút ngắn phần dọc của đường cong cung củadự trữ.,D
multiple_choice,17,"Trong thị trường dự trữ, lãi suất thấp hơn paidondự trữ dư thừa",làm giảm nguồn cung dự trữ.,tăng nguồn cung dự trữ.,giảm mức sàn hiệu quả cho lãi suất quỹ liên bang.,tăng sàn hiệu quả cho lãi suất quỹ liên bang.,C
multiple_choice,19,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi lãi suất quỹ liên bang là 3%, tăng lãi suất paidondự trữ vượt mức từ 1% lên 2%",giảm lãi suất quỹ liên bang.,tăng lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có ảnh hưởng không xác định đối với lãi suất quỹ liên bang.,C
multiple_choice,20,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi lãi suất quỹ liên bang là 5%, giảm tỷ lệ chiết khấu từ 5% xuống 4%",giảm lãi suất quỹ liên bang.,tăng lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có ảnh hưởng không xác định đối với lãi suất quỹ liên bang.,A
multiple_choice,21,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi lãi suất quỹ liên bang là 1%, tăng lãi suất paidondự trữ vượt mức từ 1% lên 2%",giảm lãi suất quỹ liên bang.,tăng lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có ảnh hưởng không xác định đối với lãi suất quỹ liên bang.,B
multiple_choice,23,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi lãi suất quỹ liên bang là 3%, giảm lãi suất paidonlãi suất dự trữ vượt mức từ 2% xuống 1%",giảm lãi suất quỹ liên bang.,tăng lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có ảnh hưởng không xác định đối với lãi suất quỹ liên bang.,C
multiple_choice,24,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi lãi suất quỹ liên bang bằng tỷ lệ chiết khấu, giảm tỷ lệ chiết khấu",tăng lãi suất quỹ liên bang.,giảm lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có hiệu lực không xác định của lãi suất quỹ liên bang.,B
multiple_choice,25,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi lãi suất quỹ liên bang bằng lãi suất paidon dự trữ vượt mức, tăng lãi suất paidondự trữ dư thừa",tăng lãi suất quỹ liên bang.,giảm lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có hiệu lực không xác định của lãi suất quỹ liên bang.,A
multiple_choice,27,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi nguồn cung cho các quỹ liên bang giao với đường cầu dự trữ dọc theo phần ngang của đường cầu, làm giảm lãi suất dự trữ dư thừa paidon",tăng lãi suất quỹ liên bang.,giảm lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có hiệu lực không xác định của lãi suất quỹ liên bang.,B
multiple_choice,28,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi nhu cầu đối với các quỹ liên bang giao với đường cung dự trữ trên phần dọc, tăng tỷ lệ chiết khấu",tăng lãi suất quỹ liên bang.,giảm lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có ảnh hưởng không xác định đối với lãi suất quỹ liên bang.,C
multiple_choice,29,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, khi nguồn cung cho các quỹ liên bang giao với đường cầu dự trữ trên phần dốc xuống, làm giảm lãi suất paidondự trữ dư thừa",tăng lãi suất quỹ liên bang.,giảm lãi suất quỹ liên bang.,không ảnh hưởng đến lãi suất quỹ liên bang.,có ảnh hưởng không xác định đối với lãi suất quỹ liên bang.,C
multiple_choice,31,"Mọi thứ khác được giữ không đổi, trên thị trường dự trữ, giảm lãi suất trả cho dự trữ vượt mức ảnh hưởng đến lãi suất quỹ liên bang",khi lãi suất quỹ thấp hơn lãi suất paidon dự trữ vượt mức.,khi lãi suất quỹ bằng lãi suất paidon dự trữ vượt mức.,khi lãi suất quỹ thấp hơn tỷ lệ chiết khấu.,khi lãi suất quỹ bằng tỷ lệ chiết khấu.,B
multiple_choice,32,"Sau năm 2003, Cục Dự trữ Liên bang thường giữ nguyên tỷ lệ chiết khấu",cao hơn lãi suất quỹ liên bang mục tiêu.,bằng với lãi suất quỹ liên bang mục tiêu.,dưới lãi suất quỹ liên bang mục tiêu.,bằng không.,A
multiple_choice,33,"Mọi thứ khác được giữ không đổi, phần dọc của đường cong cung của dự trữ được rút ngắn khi",tỷ lệ chiết khấu tăng.,tỷ lệ chiết khấu giảm.,lãi suất quỹ liên bang tăng.,lãi suất quỹ liên bang giảm.,B
multiple_choice,35,"Trong thị trường dự trữ, nếu lãi suất quỹ liên bang nằm giữa lãi suất chiết khấu và lãi suất paidon dự trữ vượt mức, tăng yêu cầu dự trữ ________the nhu cầu dự trữ, ________the lãi suất quỹ liên bang, mọi thứ khác được giữ nguyên.",Giảm; Giảm,Tăng; Giảm,Tăng; Nuôi,Giảm; Nuôi,C
multiple_choice,36,"Trong thị trường dự trữ, nếu lãi suất quỹ liên bang nằm giữa lãi suất chiết khấu và lãi suất paidondự trữ dư thừa, một yêu cầu dự trữ ________inthe ________the nhu cầu dự trữ, tăng lãi suất quỹ liên bang, mọi thứ khác được giữ không đổi.",lên; Giảm,lên; Tăng,từ chối; Tăng,từ chối; Giảm,B
multiple_choice,37,"Trong thị trường dự trữ, nếu lãi suất quỹ liên bang nằm giữa lãi suất chiết khấu và lãi suất paidon dự trữ vượt mức, yêu cầu dự trữ ________inthe làm tăng nhu cầu dự trữ, ________the lãi suất quỹ liên bang, mọi thứ khác được giữ không đổi.",lên; Giảm,từ chối; Nuôi,từ chối; Giảm,lên; Nuôi,D
multiple_choice,39,"Trên thị trường dự trữ, nếu lãi suất quỹ liên bang nằm giữa lãi suất chiết khấu và lãi suất paidon dự trữ vượt mức, tăng yêu cầu dự trữ ________the ________forreserves và khiến lãi suất quỹ liên bang tăng lên, mọi thứ khác được giữ không đổi.",Giảm; cầu,Tăng; cầu,Tăng; cung,Giảm; cung,B
multiple_choice,40,"Trên thị trường dự trữ, nếu lãi suất quỹ liên bang nằm giữa lãi suất chiết khấu và lãi suất paidon dự trữ dư thừa, một yêu cầu dự trữ ________inthe ________the nhu cầu dự trữ, giảm lãi suất quỹ liên bang, mọi thứ khác được giữ nguyên.",lên; Giảm,lên; Tăng,từ chối; Tăng,từ chối; Giảm,D
multiple_choice,41,"Trong thị trường dự trữ, nếu lãi suất quỹ liên bang nằm giữa lãi suất chiết khấu và lãi suất paidon dự trữ vượt mức, yêu cầu dự trữ ________inthe làm giảm nhu cầu dự trữ, ________the lãi suất quỹ liên bang, mọi thứ khác được giữ không đổi.",lên; Giảm,từ chối; Nuôi,từ chối; Giảm,lên; Nuôi,C
multiple_choice,43,"Trong thị trường dự trữ, nếu lãi suất quỹ liên bang nằm giữa lãi suất chiết khấu và lãi suất paidon dự trữ vượt mức, sự sụt giảm yêu cầu dự trữ ________the nhu cầu dự trữ, ________the lãi suất quỹ liên bang, mọi thứ khác được giữ nguyên.",Giảm; Giảm,Tăng; Giảm,Tăng; Nuôi,Giảm; Nuôi,A
multiple_choice,44,"Giả sử, với tỷ lệ quỹ liên bang nhất định, có nhu cầu dự trữ dư thừa trên thị trường quỹ liên bang. Nếu Fed muốn lãi suất quỹ liên bang duy trì ở mức đó, thì nó nên thực hiện một thị trường mở ________ofbonds, mọi thứ khác được giữ không đổi. Tuy nhiên, nếu Fed không làm gì cả, lãi suất quỹ liên bang sẽ ________.",sự bán; tăng,mua; tăng,sự bán; giảm,mua; giảm,B
